Date,City,Cause of Death
2002-12-17,"Ano Voula, Greece",Suicide
2012-07-30,"Carriacou, Grenada",Other Accident
2010-11-11,"St. George's, Grenada",Drowning
2010-06-26,"Sauteurs,St. Patrick, Grenada",Drowning
2009-10-14,"St. George's, Grenada",Other Accident
2012-12-15,"Guatemala City, Guatemala",Homicide
2012-11-07,"San Cristóbal Cucho, San Marcos, Guatemala",Disaster
2012-07-24,"Solola, Guatemala",Drowning
2012-07-02,"Guatemala City, Guatemala",Other Accident
2012-06-10,"Quetzaltenango, Guatemala",Vehicle Accident - Auto
2012-02-11,"Escuintla, Guatemala",Homicide
2012-02-07,"Guatemala, Guatemala",Homicide
2012-01-27,"Ocos, San Marcos, Guatemala",Drowning
2012-01-27,"Ocos, San Marcos, Guatemala",Drowning
2012-01-02,"Solola, Guatemala",Vehicle Accident - Auto
2011-08-13,"San Rafael Ii, Guatemala",Vehicle Accident - Auto
2011-08-13,"Puerto San Jose, Escuintla, Guatemala",Homicide
2011-07-31,"Santa Rosa, Chiquimulilla, Guatemala",Maritime Accident
2011-07-30,"La Gomera, Escuintla, Guatemala",Other Accident
2011-07-12,"Chimaltenango, Guatemala",Homicide
2011-07-01,"Cipresales, Guatemala",Homicide
2011-06-07,"San Lucas Sacatepequez, Guatemala",Homicide
2011-06-05,"Chiquimula, Guatemala",Other Accident
2011-03-11,"Guatemala City, Guatemala",Homicide
2011-02-10,"Tiquisate Escuintla, Guatemala",Drowning
2011-01-27,"Amatitlan, Guatemala",Homicide
2011-01-10,"Santiago Atitlan, Solola, Guatemala",Air Accident
2010-12-08,"Puerto Barrios, Izabal, Guatemala",Homicide
2010-10-11,"Amatitlan, Guatemala",Homicide
2010-08-07,"Joyabaj, Quiche, Guatemala",Other Accident
2010-07-11,"Guatemala City, Guatemala",Homicide
2010-06-30,"Malacatan, San Marcos, Guatemala",Homicide
2010-05-30,Guatemala,Other Accident
2010-05-26,"Zona 3,Guatemala",Air Accident
2010-01-25,"Puerto Sn Jose, Escuintla, Guatemala",Homicide
2009-10-28,"San Juan De Dios,Guatemala",Other Accident
2009-10-26,"San Juan De Dios,Guatemala",Other Accident
2009-10-25,"El Progreso, Sanarate, Guatemala",Other Accident
2009-09-02,"Gualan, Zacapa, Guatemala",Other Accident
2009-09-02,"Gualan, Zacapa, Guatemala",Other Accident
2009-08-22,"Escuintla, Guatemala",Other Accident
2009-07-31,Guatemala,Homicide
2009-07-19,"Alta Verapaz, Guatemala",Homicide
2009-07-03,"Palencia, Guatemala",Other Accident
2009-05-18,"Ixcan, Quiche, Guatemala",Homicide
2009-04-14,Guatemala,Homicide
2009-03-29,"Retalhuleu, Guatemala",Drowning
2009-03-09,"Teculutan, Zacapa, Guatemala",Homicide
2009-02-03,"Jutiapa, Guatemala",Homicide
2009-02-02,"Quetzaltenango, Guatemala",Air Accident
2009-01-11,"Centro 2, La Maquina, Retalhuleu",Drowning
2008-10-16,Guatemala,Other Accident
2008-08-25,"San Nuestra Senora Del Pilar, Guatemala",Air Accident
2008-08-24,"Aldea La Puente, Cabanas, Zacapa, Guatemala",Air Accident
2008-08-24,"Aldea La Puente, Cabanas, Zacapa, Guatemala",Air Accident
2008-08-24,"Aldea La Puente, Cabanas, Zacapa, Guatemala",Air Accident
2008-08-24,"Aldea La Puente, Cabanas, Zacapa, Guatemala",Air Accident
2008-08-24,"Aldea La Puente, Cabanas, Zacapa, Guatemala",Air Accident
2008-08-24,"Aldea La Puente, Cabanas, Zacapa, Guatemala",Air Accident
2008-08-15,"Chiquimulilla, Santa Rosa, Guatemala",Vehicle Accident - Auto
2008-08-09,"Livingston, Izabal, Guatemala",Homicide
2008-08-08,"Chimaltenango, Guatemala",Homicide
2008-05-11,"Escuintala, Guatemala",Drowning
2008-05-07,"Flores, Peten, Guatemala",Homicide
2008-04-26,"Km 43 C.a.1, Cuilapa, Santa Rosa, Guatemala ",Vehicle Accident - Motorcycle
2008-04-04,"Livingston, Izabal, Guatemala",Drowning
2008-01-19,"Km 79.5 Ruta Antiga Puerto San Jose, Masagua, Escuintla, Guatemala",Vehicle Accident - Auto
2008-01-18,"Antigua, Sacatopequez, Guatemala",Homicide
2008-01-11,"La Florida, Guatemala",Homicide
2008-01-11,"Guatemala City, Guatemala",Homicide
2007-12-28,"San Benito Peten, Guatemala",Homicide
2007-10-28,"Guatemala City, Guatemala",Homicide
2007-10-08,"Guatemala City, Guatemala",Other Accident
2007-09-26,"Sacatepequez, Guatemala",Execution
2007-08-28,"Sta Cruz, El Quiche, Guatemala",Vehicle Accident - Auto
2007-07-28,"Guatemala City, Guatemala",Homicide
2007-07-04,"Guatemala City, Guatemala",Homicide
2007-06-08,"Guatemala City, Guatemala",Homicide
2007-04-03,"Asuncion Mita, Jutiapa, Guatemala",Homicide
2007-02-05,"Km. 12 Ruta A Cuyotenango, Suchitepequez, Guatemala",Vehicle Accident - Auto
2007-01-30,"Guatemala City, Guatemala",Vehicle Accident - Auto
2007-01-27,"Aldea Chapas, Nueva Santa Rosa , Santa Rosa, Guatemala",Other Accident
2007-01-25,"Nuevo Jalpatagua, Guatemala",Homicide
2007-01-18,"Guatemala City, Guatemala",Vehicle Accident - Auto
2007-01-16,"Guatemala City, Guatemala",Other Accident
2006-11-13,"Guatemala City, Guatemala",Homicide
2006-10-17,"Villa Nueva, Guatemala",Other Accident
2006-09-27,"Esquipulas, Chiquimula, Guatemala",Other Accident
2006-09-05,"Guatemala City, Guatemala",Homicide
2006-08-16,"Entrada A Aldea Jurgallon, Chiquimula, Guatemala",Vehicle Accident - Auto
2006-07-27,"Los Amates, Izabal, Guatemala",Drowning
2006-04-30,"Hospital Privado, Santa Elena De La Cruz, Flores, Peten, Guatemala",Other Accident
2006-03-09,"Morales, Izabel, Guatemala",Drowning
2006-01-28,"Carril Sur A Norte, Anillo Periferico Zona 7, Entrada Col Sta Rita, , Guatemala City, Guatemala",Vehicle Accident - Bus
2005-11-15,"Rio Hondo, Zacapa, Guatemala",Homicide
2005-11-08,"Guatemala City, Guatemala",Homicide
2005-08-11,"Km 24.6 Ca Interamericana, San Lucas, Sacatepequez, Guatemala",Vehicle Accident - Auto
2005-06-20,"Igss Escuintla, Guatemala",Vehicle Accident - Auto
2005-03-03,"Sanarate, El Progreso, Guatemala",Homicide
2005-03-01,"Jacaltenango, Huehuetenango, Guatemala",Suicide
2005-01-04,Guatemala,Vehicle Accident - Auto
2004-12-29,"Col Roosevelt, Guatemala",Suicide
2004-07-28,Guatemala,Vehicle Accident - Auto
2004-07-18,"Finca El Dorado, Barbarena, Santa Rosa, Guatemala",Homicide
2004-07-06," santa Rosa, Guatemala",Vehicle Accident - Bus
2004-06-01,"Km 342 Aldea La Cumbre, San Luis, Peten, Guatemala",Vehicle Accident - Auto
2004-05-17,"Guatemala City, Guatemala",Homicide
2004-03-28,"Near Cementerio Bugambilias, Guatemala",Homicide
2004-03-04,"San Cristobal I, Guatemala",Homicide
2004-01-10,"Suchitepequez, Guatemala",Homicide
2004-01-07,"Retalhuleu, Guatemala",Homicide
2003-12-21,"Patzun, Chimaltenango, Guatemala",Homicide
2003-09-16,"Mixco, Guatemala",Homicide
2003-08-23,"Guatemala City, Guatemala",Homicide
2003-07-12,"Km 91 Ruta Al Pacifico, Sta Lucia Cotz, Escuintla, Guatemala",Vehicle Accident - Auto
2003-07-12,"Km 91 Ruta Al Pacifico, Sta Lucia Cotz, Escuintla, Guatemala",Vehicle Accident - Auto
2003-04-01,"Chimaltenango, Guatemala",Vehicle Accident - Auto
2003-03-28,"Aldea Chimanzana, Solola, Guatemala",Homicide
2003-01-06,"Santa Lucia Cotz, Escuintla, Guatemala",Homicide
2002-12-14,"Masagua, Escuintla, Guatemala",Homicide
2002-11-03,"Solola, Guatemala",Vehicle Accident - Bus
2002-10-07,"Km 179.5, Santa Elena, Chiquimula, Guatemala",Vehicle Accident - Auto
2012-07-08,"Demerara, Guyana",Homicide
2012-04-27,"Corentyne, Berbice, Guyana",Homicide
2012-01-01,"West Coast Demerara, Guyana",Homicide
2011-09-05,"Georgetown, Guyana",Vehicle Accident - Motorcycle
2011-06-13,"Berbice, Guyana",Disaster
2011-04-12,"Georgetown, Guyana",Homicide
2011-01-19,"Berbice, Guyana",Homicide
2008-10-25,"Berbice, Guyana",Drowning
2008-06-17,"Georgetown, Guyana",Drug-Related
2008-05-08,"Georgetown, Guyana",Homicide
2005-12-10,"Georgetown, Guyana",Homicide
2005-11-26,"Black Bush Village, Guyana",Homicide
2005-04-05,"East Bank Public Road, Georgetown, Guyana",Other Accident
2005-03-30,"Rupununi, Lethem, Guyana",Homicide
2005-03-30,"Rupununi, Lethem, Guyana",Homicide
2004-12-05,"Georgetown, Guyana",Vehicle Accident - Auto
2003-08-08,"Georgetown, Guyana",Drowning
2012-12-24,"Cap-Haitien, Nord, Haiti",Homicide
2012-12-15,"Port-Au-Prince, Haiti",Homicide
2012-10-01,"Port-Au-Prince, Haiti",Homicide
2012-09-18,"Croix-des-Bouquets, Haiti",Homicide
2012-09-03,"Port-Au-Prince, Haiti",Other Accident
2012-08-31,"Port-Au-Prince, Haiti",Homicide
2012-08-26,"L'Estere, Haiti",Vehicle Accident - Auto
2012-08-21,"Port-Au-Prince, Haiti",Homicide
2012-07-14,"Port-Au-Prince, Haiti",Homicide
2012-07-07,"Golfe de la Gonave, Haiti",Maritime Accident
2012-06-12,"Port-au-Prince, Haiti",Homicide
2012-06-08,"Port-au-Prince, Haiti",Homicide
2012-05-30,"Port-au-Prince, Haiti",Homicide
2012-04-14,"Port-au-Prince, Haiti",Homicide
2012-04-10,"Port-au-Prince, Haiti",Homicide
2012-04-05,"Cote de Fer, Haiti",Drowning
2012-03-21,"Port-au-Prince, Haiti",Homicide
2012-03-15,"Port-au-Prince, Haiti",Homicide
2012-02-19,"Port-au-Prince, Haiti",Homicide
2012-02-15,"Jacmel, Haiti",Homicide
2012-02-11,"Thiotte, Haiti",Other Accident
2012-01-28,"Port-au-Prince, Haiti",Homicide
2011-12-31,"Montrouis, Haiti",Vehicle Accident - Auto
2011-12-30,"Croix Des Bouquets, Haiti",Homicide
2011-11-06,"Port-Au-Prince, Haiti",Homicide
2011-10-13,"Montrouis, Haiti",Vehicle Accident - Auto
2011-09-20,"Cap-Haitian, Haiti",Air Accident
2011-09-09,"Arcahaie, Haiti",Vehicle Accident - Auto
2011-05-07,"Port-Au-Prince, Haiti",Homicide
2011-04-23,"Leogane, Haiti",Homicide
2011-01-09,"Port-Au-Prince, Haiti",Homicide
2010-12-31,"Montrouis, Haiti",Vehicle Accident - Auto
2010-11-16,"Tabarre, Port-au-Prince, Haiti",Vehicle Accident - Auto
2010-09-09,"Petion-Ville, Port-Au-Prince, Haiti",Homicide
2010-08-27,"Pelerin 9,Petion-Ville, Haiti",Homicide
2010-06-11,"Port-Au-Prince, Haiti",Homicide
2010-05-08,"Port-Au-Prince, Haiti",Other Accident
2010-04-30,"Port-Au-Prince, Haiti",Homicide
2010-04-11,"Port-Au-Prince, Haiti",Homicide
2010-03-06,"Port-Au-Prince, Haiti",Homicide
2010-02-24,"Port-Au-Prince, Haiti",Homicide
2010-02-08,"Port-Au-Prince, Haiti",Homicide
2010-01-18,"Port-Au-Prince, Haiti",Disaster
2010-01-18,"Port-Au-Prince, Haiti",Disaster
2010-01-15,"Port-Au-Prince, Haiti",Disaster
2010-01-15,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port Au Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-Au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-12,"Port-au-Prince, Haiti",Disaster
2010-01-04,"Leogane,Leogane, Haiti",Vehicle Accident - Auto
2009-12-21,"Port-Au-Prince, Haiti",Homicide
2009-12-08,"Port-Au-Prince, Haiti",Homicide
2009-10-18,"Les Cayes, Haiti",Vehicle Accident - Motorcycle
2009-05-16,"Port-au-prince, Haiti",Homicide
2009-04-08,"Saint-marc,haiti",Homicide
2009-03-06,"Port-au-prince, Haiti",Vehicle Accident - Bus
2008-12-26,"Port-au-prince, Haiti",Homicide
2008-11-18,"Saint Marc, Saint Marc, Haiti",Air Accident
2008-09-22,"Merger, Gressier Haiti",Other Accident
2008-09-05,"Port-au-prince, Haiti",Other Accident
2008-08-08,"Port-au-prince, Haiti",Vehicle Accident - Auto
2008-07-23,"Delmas, Haiti",Other Accident
2008-07-09,"Port-au-prince, Haiti",Homicide
2008-06-24,"Port-de-paix, Haiti",Homicide
2008-06-23,"Port-au-prince, Haiti",Other Accident
2007-12-29,"Bicentenaire, Port-au-prince, Haiti",Homicide
2007-10-08,"Desdunes, Haiti",Suicide
2007-10-05,"Truitier, Haiti",Homicide
2007-05-08,"Rue Pelican, Delmas 56, Port-au-prince, Haiti",Drowning
2007-05-07,"Port-au-prince, Haiti",Homicide
2007-01-23,"Rue Darquin, Petion-ville, Haiti",Homicide
2006-11-18,"Port-au-prince, Haiti",Homicide
2006-09-05,"Port-au-prince, Haiti",Homicide
2006-07-29,"Gonaives, Haiti",Homicide
2006-07-07,"Cabaret, Haiti",Vehicle Accident - Auto
2006-07-02,"Port-au-prince, Haiti",Homicide
2006-05-04,"Hopital Citimed, Port-au-prince, Haiti",Vehicle Accident - Motorcycle
2006-02-14,"Hopital St Joseph, Port-au-prince, Haiti",Other Accident
2005-12-06,"Port-au-prince, Haiti",Homicide
2005-12-06,"Port-au-prince, Haiti",Homicide
2005-10-12,"Delmas, Haiti",Homicide
2005-10-01,"Leogane, Haiti",Homicide
2005-09-01,"Port-au-prince, Haiti",Homicide
2005-06-01,"Port-au-prince, Haiti",Homicide
2005-04-23,"Port-au-prince, Haiti",Other Accident
2005-04-20,"Port-au-prince, Haiti",Homicide
2005-03-16,"Port-au-prince, Haiti",Homicide
2005-02-10,"Petion Ville, Haiti",Homicide
2004-09-08,"Portail Leogane, Haiti",Homicide
2004-09-03,"Cap-haitian, Haiti",Homicide
2004-07-26,"Leogane,  Haiti",Other Accident
2004-04-19,"Ganthier, Haiti",Homicide
2004-04-04,"Route De Freres #42, Port-au-prince, Haiti",Drowning
2004-03-03,"Pont Sonde, Haiti",Homicide
2004-02-19,"Port-au-prince, Haiti",Homicide
2004-02-05,"Fermathe, Haiti",Homicide
2004-01-06,"Arcachon, Haiti",Homicide
2003-09-08,"Leogane, Haiti",Homicide
2003-09-08,"Leogane, Haiti",Homicide
2003-08-24,"Cap-haitian, Haiti",Air Accident
2003-08-11,"Port-au-prince, Haiti",Other Accident
2003-07-20,"Vignier National Route #1, Haiti",Vehicle Accident - Auto
2003-07-12,"Saint Louis Du Sud, Haiti",Drowning
2002-12-13,"Fond Parisien, Haiti",Homicide
2002-11-04,"Port-au-prince, Haiti",Drowning
2002-10-06,"Port-au-prince, Haiti",Homicide
2012-12-23,"La Ceiba, Atlantida, Honduras",Other Accident
2012-12-22,"Roatan, Islas De La Bahia, Honduras",Drowning
2012-12-16,"Tegucigalpa, Honduras",Vehicle Accident - Auto
2012-12-08,"Saba, Colon, Honduras",Vehicle Accident - Auto
2012-11-22,"Tegucigalpa, Honduras",Homicide
2012-11-16,"Utila, Islas de la Bahia, Honduras",Homicide
2012-11-05,"Puerto Cortes, Cortes, Honduras",Homicide
2012-07-23,"Roatan, Islas De La Bahia, Honduras",Drowning
2012-06-16,"Comayagua, Comayagua, Honduras",Other Accident
2012-06-14,"Ahuas, Gracias a Dios, Honduras",Suicide
2012-05-21,"San Pedro Sula, Honduras",Vehicle Accident - Auto
2012-05-13,"Santa Cruz de Yojoa, Cortes, Honduras",Homicide
2012-03-29,"Choloma, Cortes, Honduras",Homicide
2012-03-22,"El Porvenir, Altlatida, Honduras",Homicide
2012-03-16,"El Progreso, Yoro, Honduras",Homicide
2012-03-12,"Omoa, Cortes, Honduras",Homicide
2012-02-21,"La Ceiba, Atlantida, Honduras",Homicide
2011-12-05,"Camayagua, Honduras",Homicide
2011-12-02,"Siguatepeque, Comayagua, Honduras",Vehicle Accident - Auto
2011-11-03,"El Progreso, Yoro, Honduras",Homicide
2011-09-14,"La Ceiba, Atlantida, Honduras",Homicide
2011-08-03,"San Pedro Sula, Cortes, Honduras",Homicide
2011-07-10,"Veracruz, Copan, Honduras",Vehicle Accident - Bus
2011-07-10,"Veracruz, Copan, Honduras",Vehicle Accident - Bus
2011-05-20,"Copan,Copan, Honduras",Suicide
2011-04-14,"La Ceiba,Atlantida, Honduras",Homicide
2011-04-08,"San Pedro Sula, Honduras",Homicide
2011-04-05,"San Pedro Sula,Cortes, Honduras",Homicide
2011-03-24,"Choloma, Cortes, Honduras",Homicide
2011-02-14,"Santa Ana, Francisco Morazan, Honduras",Air Accident
2011-02-14,"Santa Ana, Francisco Morazan, Honduras",Air Accident
2010-12-29,"Morazan,Yoro, Honduras",Homicide
2010-12-01,"Olanchito,Yoro, Honduras",Homicide
2010-10-10,"San Pedro Sula,Cortes, Honduras",Homicide
2010-09-10,"Tegucigalpa, Francisco Morazan, Honduras",Vehicle Accident - Auto
2010-07-15,"La Ceiba, Atlantida, Honduras",Homicide
2010-07-01,"Las Vegas, Santa Barbara, Honduras",Vehicle Accident - Motorcycle
2010-06-27,"La Ceiba,Atlantida, Honduras",Homicide
2010-06-26,"Tegucigalpa,Francisco Morazan, Honduras",Other Accident
2010-06-15,"Tegucigalpa,Francisco Morazan, Honduras",Vehicle Accident - Auto
2010-05-11,"Villanueva,Cortes, Honduras",Homicide
2010-05-05,"San Pedro Sula,Cortes, Honduras",Homicide
2010-04-10,"Francisco Morazan, Honduras",Homicide
2010-04-06,"Roatan,Bay Islands, Honduras",Drowning
2010-03-31,"Choloma,Corte, Honduras",Homicide
2009-11-28,"Trojes,El Paraiso, Honduras",Vehicle Accident - Other
2009-11-22,"Roatan,Bay Islands, Honduras",Other Accident
